isin,wkn,ticker,valor,name,inception_date,age_in_days,age_in_years,strategy,domicile_country,currency,hedged,securities_lending,dividends,ter,replication,size,is_sustainable,number_of_holdings,yesterday,last_week,last_month,last_three_months,last_six_months,last_year,last_three_years,last_five_years,2024,2023,2022,2021,last_dividends,last_year_dividends,last_year_volatility,last_three_years_volatility,last_five_years_volatility,last_year_return_per_risk,last_three_years_return_per_risk,last_five_years_return_per_risk,max_drawdown,last_year_max_drawdown,last_three_years_max_drawdown,last_five_years_max_drawdown,asset_class,instrument,region,exchange
LU1215827756,DBX0Q0,XMCJ,33687007,Xtrackers MSCI Japan UCITS ETF 7C - CHF Hedged,2016-09-09,3069,8.408219178082192,Long-only,Luxembourg,CHF,True,True,Accumulating,0.25,Full replication,12,False,191,-0.27,1.72,-0.79,3.34,3.6,12.25,74.79,104.72,20.52,37.1,-0.79,16.83,,,23.54,19.35,19.22,0.52,1.06,0.8,-27.53,-21.8,-21.8,-27.43,Equity,ETF,,SIX Swiss Exchange
LU2082996112,LYX04C,INDA,53838971,Amundi STOXX Europe 600 Banks UCITS ETF Dist,2020-09-24,1593,4.364383561643836,Long-only,Luxembourg,EUR,False,False,Distributing,0.3,Swap based Unfunded,37,False,,9.47,3.06,9.47,14.61,15.08,44.63,74.75,,33.51,26.78,1.24,35.54,5.39,7.5,16.31,21.64,,2.73,0.94,,-27.66,-11.01,-27.66,,Equity,ETF,Europe,"gettex, XETRA"
GB00B15KXY63,A0KRKX,OD7I,,WisdomTree Heating Oil,2006-09-27,6704,18.367123287671234,Long-only,Jersey,USD,False,False,Accumulating,0.49,Swap based,3,False,,5.35,-0.68,5.35,13.72,2.94,-3.08,74.03,140.2,5.07,-7.82,103.68,69.76,,,26.65,37.94,39.02,-0.12,0.53,0.49,-87.24,-26.92,-40.65,-58.19,Commodities,ETC,,"gettex, XETRA, London"
IE00BMC38736,A2QC5J,VVSM,57720860,VanEck Semiconductor UCITS ETF,2020-12-01,1525,4.178082191780822,Long-only,Ireland,USD,False,False,Accumulating,0.35,Full replication,2385,True,25,4.2,-2.39,4.2,9.83,3.65,27.37,73.75,,30.98,67.09,-30.73,55.54,,,35.29,34.77,,0.77,0.58,,-37.84,-26.02,-32.7,,Equity,ETF,World,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana"
IE00B5MTWD60,A0RPR1,SC0U,10407755,Invesco European Banks Sector UCITS ETF,2009-07-07,5690,15.58904109589041,Long-only,Ireland,EUR,False,False,Accumulating,0.2,Swap based Unfunded,318,False,,10.0,1.37,10.0,14.1,14.74,44.46,73.29,107.58,33.29,26.35,-0.41,38.94,,,16.42,22.51,28.44,2.7,0.89,0.55,-60.66,-11.35,-29.81,-47.27,Equity,ETF,Europe,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
LU1681038169,A2H58Z,TPHC,38785037,Amundi Japan Topix UCITS ETF Daily Hedged CHF,2016-04-26,3205,8.780821917808218,Long-only,Luxembourg,CHF,True,False,Accumulating,0.48,Swap based Unfunded,10,False,,-0.99,1.49,-1.46,2.81,3.06,10.7,73.13,98.49,19.11,36.75,0.68,15.21,,,23.16,18.8,18.85,0.46,1.07,0.78,-28.05,-20.89,-20.89,-27.84,Equity,ETF,,"Euronext Paris, SIX Swiss Exchange"
IE00BGV5VN51,A2N6LC,XAIX,45580105,Xtrackers Artificial Intelligence & Big Data UCITS ETF 1C,2019-01-29,2197,6.019178082191781,Long-only,Ireland,USD,False,True,Accumulating,0.35,Full replication,4408,True,87,5.34,1.11,5.34,15.69,19.57,33.73,73.01,167.79,34.81,61.68,-30.71,34.38,,,18.71,21.28,22.78,1.8,0.94,0.95,-33.5,-15.22,-26.61,-33.5,Equity,ETF,World,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana"
DE000EWG2LD7,EWG2LD,EWG2,,EUWAX Gold II,2017-10-09,2674,7.326027397260274,Long-only,Germany,EUR,False,False,Accumulating,0.0,Physically backed,2047,False,,7.74,4.69,7.74,9.42,23.54,46.21,72.42,89.65,37.34,9.58,4.5,4.36,,,20.17,16.37,18.78,2.28,1.22,0.73,-19.07,-5.91,-12.72,-19.07,Precious Metals,ETC,,"gettex, Stuttgart"
IE00B8J37J31,A1J78Y,36BH,19328344,iShares MSCI Japan CHF Hedged UCITS ETF (Acc),2012-11-30,4448,12.186301369863013,Long-only,Ireland,CHF,True,True,Accumulating,0.64,Optimized sampling,172,False,191,-0.62,1.45,-1.45,2.61,3.13,11.19,72.24,102.19,19.1,37.1,-0.5,17.31,,,23.35,18.58,18.83,0.48,1.07,0.8,-34.84,-21.97,-21.97,-27.23,Equity,ETF,,"gettex, SIX Swiss Exchange"
LU1681039308,A2H59A,18MQ,38785067,Amundi JPX Nikkei 400 UCITS ETF Daily Hedged GBP,2015-05-28,3539,9.695890410958905,Long-only,Luxembourg,GBP,True,False,Accumulating,0.18,Swap based Unfunded,5,False,,-0.41,2.32,-0.41,3.97,2.22,18.66,71.68,102.82,31.0,36.76,-7.67,19.12,,,25.31,20.21,20.79,0.74,0.98,0.73,-41.13,-26.34,-26.34,-34.17,Equity,ETF,,"gettex, London, Euronext Paris, SIX Swiss Exchange"
DE000A3GWEU3,A3GWEU,VT0P,115718916,VanEck Crypto Leaders ETN,2022-01-14,1116,3.0575342465753423,Long-only,Liechtenstein,USD,False,False,Accumulating,1.5,Physically backed,69,False,,7.9,-2.65,7.9,54.27,39.26,94.05,71.64,,70.27,156.63,,,,,59.93,61.6,,1.56,0.32,,-72.36,-40.18,-72.36,,Cryptocurrencies,ETN,,"gettex, XETRA, SIX Swiss Exchange"
FR0010405431,LYX0BF,LYMH,2843668,Amundi MSCI Greece UCITS ETF Dist,2007-01-05,6604,18.09315068493151,Long-only,France,EUR,False,False,Distributing,0.45,Swap based Unfunded,137,False,,6.49,0.61,6.49,13.59,5.18,17.51,71.56,74.22,17.65,40.43,2.44,14.84,3.66,4.11,15.98,19.96,25.72,1.09,0.99,0.46,-95.89,-9.26,-22.22,-50.0,Equity,ETF,,"gettex, XETRA, Euronext Paris, Stuttgart, Borsa Italiana"
DE000EWG0LD1,EWG0LD,GOLD,,EUWAX Gold,2012-08-15,4555,12.479452054794521,Long-only,Germany,EUR,False,False,Accumulating,0.0,Physically backed,626,False,,8.72,3.94,8.72,8.64,22.67,45.19,71.25,88.18,35.15,9.59,5.78,4.33,,,15.5,21.67,20.36,2.91,0.91,0.66,-36.67,-5.45,-18.29,-18.62,Precious Metals,ETC,,"gettex, Stuttgart"
IE00BGQYRS42,A1W9KD,XUTC,38111441,Xtrackers MSCI USA Information Technology UCITS ETF 1D,2017-09-12,2701,7.4,Long-only,Ireland,USD,False,True,Distributing,0.12,Full replication,1319,False,92,-0.22,-1.89,-0.22,11.02,13.79,36.22,70.97,188.57,44.32,50.26,-25.77,42.24,0.36,0.48,24.46,26.85,29.19,1.48,0.73,0.81,-32.05,-17.17,-24.4,-32.05,Equity,ETF,,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
LU1169822340,A14MFC,UB0D,26751704,UBS ETF (LU) MSCI Japan UCITS ETF (hedged to GBP) A-dis,2017-07-31,2744,7.517808219178082,Long-only,Luxembourg,GBP,True,True,Distributing,0.15,Full replication,93,False,191,0.74,2.02,0.74,6.15,3.58,19.85,70.91,103.16,30.6,36.07,-8.97,21.08,0.81,0.96,25.99,21.06,22.23,0.76,0.93,0.68,-35.37,-26.96,-26.96,-34.85,Equity,ETF,,"London, SIX Swiss Exchange"
CH0445689208,A2TT3D,21XH,44568920,21Shares Crypto Basket Index ETP,2018-11-21,2266,6.208219178082191,Long-only,Switzerland,USD,False,False,Accumulating,2.5,Physically backed,228,False,,11.78,-0.79,11.78,59.51,45.29,107.92,70.55,752.74,81.89,125.4,-72.59,166.39,,,52.93,55.07,68.67,2.03,0.35,0.78,-81.44,-34.41,-70.78,-81.44,Cryptocurrencies,ETN,,"gettex, XETRA, Euronext Paris, SIX Swiss Exchange, Euronext Amsterdam"
LU1681038086,A2H58Y,TPHG,38785031,Amundi Japan Topix UCITS ETF Daily Hedged GBP,2015-10-06,3408,9.336986301369864,Long-only,Luxembourg,GBP,True,False,Accumulating,0.48,Swap based Unfunded,6,False,,-0.46,2.33,-0.46,4.68,3.32,18.18,69.66,98.21,30.4,36.01,-7.65,19.04,,,25.48,20.26,20.78,0.71,0.95,0.7,-39.08,-26.02,-26.02,-34.37,Equity,ETF,,"London, Euronext Paris, SIX Swiss Exchange"
LU1273489440,A14X36,JPSRU,30069006,UBS ETF (LU) MSCI Japan Socially Responsible UCITS ETF (hedged to USD) A-acc,2016-06-06,3164,8.668493150684931,Long-only,Luxembourg,USD,True,False,Accumulating,0.22,Full replication,3,True,60,-0.83,,0.55,8.62,8.27,22.32,69.5,94.56,33.28,23.43,0.82,16.39,,,25.37,19.26,19.34,0.88,1.0,0.74,-28.2,-24.07,-24.07,-28.2,Equity,ETF,,SIX Swiss Exchange
GB00BMTP1519,A3GUPB,ALTC,113602746,WisdomTree Physical Crypto Altcoins,2021-11-22,1169,3.202739726027397,Long-only,Jersey,USD,False,False,Accumulating,0.7,Physically backed,38,False,,26.8,-3.61,26.8,133.84,109.18,173.33,69.42,,90.94,225.64,-86.1,,,,75.97,74.83,,2.27,0.26,,-89.57,-45.17,-83.37,,Cryptocurrencies,ETN,,"gettex, XETRA, Euronext Paris, SIX Swiss Exchange, Euronext Amsterdam"
DE000A0S9GB0,A0S9GB,4GLD,,Xetra-Gold,2007-11-27,6278,17.2,Long-only,Germany,EUR,False,False,Accumulating,0.0,Physically backed,14915,False,,7.61,2.18,7.61,6.94,20.59,42.76,68.38,88.41,34.66,9.31,7.11,4.0,,,14.11,13.32,14.7,3.02,1.42,0.92,-36.79,-5.44,-12.7,-18.21,Precious Metals,ETC,,"gettex, XETRA, Stuttgart"
DE000TMG0LD6,TMG0LD,TMGD,,boerse.de Gold ETC,2021-05-17,1358,3.7205479452054795,Long-only,Germany,EUR,False,False,Accumulating,0.0,Physically backed,71,False,,7.37,4.64,7.37,9.37,23.49,45.37,67.92,,37.75,7.49,6.61,,,,21.97,17.08,,2.06,1.1,,-12.06,-7.16,-12.06,,Precious Metals,ETC,,"gettex, Stuttgart"
LU1169822001,A14MFA,JPEUR,26751440,UBS ETF (LU) MSCI Japan UCITS ETF (hedged to EUR) A-dis,2020-06-25,1684,4.6136986301369864,Long-only,Luxembourg,EUR,True,True,Distributing,0.15,Full replication,44,False,191,1.19,1.66,-0.08,4.51,3.41,16.59,67.64,,23.92,31.48,-5.0,12.95,0.89,1.03,24.34,19.67,,0.68,0.95,,-25.05,-25.05,-25.05,,Equity,ETF,,SIX Swiss Exchange
IE00BPVLQF37,A119J3,XDNG,25395655,Xtrackers MSCI Japan ESG Screened UCITS ETF 2D GBP Hedged,2015-03-31,3597,9.854794520547944,Long-only,Ireland,GBP,True,True,Distributing,0.25,Full replication,18,True,178,-0.46,2.13,-0.46,6.39,2.68,18.3,67.47,96.96,30.49,35.88,-8.95,18.93,1.37,1.6,26.14,22.05,22.01,0.7,0.85,0.66,-42.15,-27.09,-27.09,-34.88,Equity,ETF,,"gettex, London"
IE00B579F325,A1AA5X,8PSG,10326235,Invesco Physical Gold A,2009-06-25,5702,15.621917808219179,Long-only,Ireland,USD,False,False,Accumulating,0.12,Physically backed,17687,False,,7.5,1.89,7.5,7.51,20.51,42.43,67.3,87.23,34.49,9.71,5.61,3.95,,,19.26,16.27,16.37,2.2,1.15,0.82,-37.45,-7.33,-11.76,-18.22,Precious Metals,ETC,,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam"
DE000A2T0VU5,A2T0VU,XGDU,,Xtrackers IE Physical Gold ETC Securities,2020-04-22,1748,4.789041095890411,Long-only,Ireland,USD,False,False,Accumulating,0.11,Physically backed,5785,False,,7.58,1.84,7.58,7.44,20.45,42.38,67.23,,34.28,9.43,6.99,3.8,,,14.9,14.57,,2.84,1.28,,-18.95,-5.96,-11.75,,Precious Metals,ETC,,"gettex, XETRA, London, Borsa Italiana"
IE00B4ND3602,A1KWPQ,PPFB,12881542,iShares Physical Gold ETC,2011-04-08,5050,13.835616438356164,Long-only,Ireland,USD,False,False,Accumulating,0.12,Physically backed,18076,False,,7.43,1.82,7.43,7.43,20.43,42.35,67.21,86.73,34.47,9.73,5.62,3.95,,,14.73,14.58,15.27,2.87,1.28,0.87,-37.2,-5.95,-11.78,-18.21,Precious Metals,ETC,,"gettex, XETRA, London, Stuttgart"
FR0013416716,A2UJK0,GLDA,,Amundi Physical Gold ETC (C),2019-05-21,2085,5.712328767123288,Long-only,Ireland,USD,False,False,Accumulating,0.12,Physically backed,6001,False,,7.44,1.83,7.44,7.45,20.44,42.36,67.19,87.26,34.49,9.72,5.61,4.88,,,14.72,14.56,15.21,2.87,1.28,0.88,-18.3,-5.96,-11.76,-18.3,Precious Metals,ETC,,"gettex, XETRA, London, Euronext Paris, Borsa Italiana, Euronext Amsterdam"
JE00B588CD74,A1DCTK,GZUR,,WisdomTree Physical Swiss Gold,2009-12-16,5528,15.145205479452056,Long-only,Jersey,USD,False,False,Accumulating,0.15,Physically backed,3221,False,,7.5,1.89,7.5,7.5,20.49,42.39,67.15,86.61,34.44,9.68,5.57,3.95,,,21.73,17.34,16.89,1.94,1.08,0.79,-37.52,-10.95,-11.78,-18.22,Precious Metals,ETC,,"gettex, XETRA, London, Borsa Italiana"
JE00BN2CJ301,A3GNFN,WGLD,,WisdomTree Core Physical Gold,2020-11-30,1526,4.1808219178082195,Long-only,Jersey,USD,False,False,Accumulating,0.12,Physically backed,1333,False,,7.37,1.76,7.37,7.37,20.36,42.25,67.09,,34.49,9.71,5.61,3.97,,,15.11,14.82,,2.79,1.26,,-11.76,-5.96,-11.76,,Precious Metals,ETC,,"gettex, XETRA, London, Euronext Paris, Borsa Italiana"
IE00BVGC6645,A14MTZ,NS4E,26825652,Invesco JPX-Nikkei 400 EUR Hedged UCITS ETF,2015-03-10,3618,9.912328767123288,Long-only,Ireland,EUR,True,False,Accumulating,0.19,Swap based Unfunded,9,False,,0.59,1.5,0.59,3.99,1.03,16.22,67,92.54,24.2,31.36,-3.58,11.4,,,23.66,19.25,19.53,0.68,0.97,0.72,-33.71,-24.28,-24.28,-28.88,Equity,ETF,,"gettex, XETRA, Stuttgart"
XS2115336336,A279KU,RM8U,,HANetf The Royal Mint Responsibly Sourced Physical Gold ETC,2020-02-12,1818,4.980821917808219,Long-only,Ireland,USD,False,False,Accumulating,0.22,Physically backed,1001,False,,7.53,1.87,7.53,7.44,20.38,42.25,66.67,,33.21,10.3,6.42,3.05,,,17.76,15.75,,2.37,1.18,,-18.52,-7.83,-11.86,,Precious Metals,ETC,,"gettex, XETRA, London, Euronext Paris, Borsa Italiana"
GB00B5840F36,A1EN2J,XGLD,11426331,Xtrackers Physical Gold ETC,2010-06-15,5347,14.64931506849315,Long-only,Jersey,USD,False,False,Accumulating,0.25,Physically backed,368,False,,7.49,1.89,7.49,6.91,20.42,42.24,66.62,85.69,34.3,9.57,5.47,3.84,,,16.35,15.17,15.59,2.57,1.22,0.84,-37.45,-5.99,-11.83,-18.3,Precious Metals,ETC,,"London, SIX Swiss Exchange"
LU1481203070,A2DJG1,EJAH,35551144,BNP Paribas Easy MSCI Japan ESG Filtered Min TE UCITS ETF EUR Hedged,2017-05-17,2819,7.723287671232876,Long-only,Luxembourg,EUR,True,False,Accumulating,0.16,Full replication,112,True,182,0.52,1.35,0.52,4.9,1.67,14.79,66.5,95.19,24.23,33.33,-4.72,12.35,,,25.05,19.33,19.33,0.59,0.96,0.74,-33.0,-26.72,-26.72,-28.57,Equity,ETF,,"gettex, XETRA, Euronext Paris, Stuttgart, Borsa Italiana"
JE00B1VS3770,A0N6XK,VZLD,,WisdomTree Physical Gold,2007-04-24,6495,17.794520547945204,Long-only,Jersey,USD,False,False,Accumulating,0.39,Physically backed,5031,False,,7.47,1.88,7.47,7.42,20.34,42.04,65.93,84.42,34.12,9.41,5.32,3.71,,,14.82,14.7,15.31,2.83,1.25,0.85,-37.53,-6.01,-11.92,-18.34,Precious Metals,ETC,,"gettex, XETRA, London, Borsa Italiana"
GB00B00FHZ82,A0CANA,GG9B,,Gold Bullion Securities,2004-03-31,7614,20.86027397260274,Long-only,Jersey,USD,False,False,Accumulating,0.4,Physically backed,3029,False,,7.47,1.88,7.47,7.43,20.33,42.03,65.89,84.34,34.11,9.4,5.32,3.69,,,15.99,15.1,15.55,2.62,1.22,0.84,-37.55,-6.01,-11.92,-18.33,Precious Metals,ETC,,"gettex, XETRA, London, Borsa Italiana"
LU1681039134,A2H588,JP4H,38785055,Amundi JPX Nikkei 400 UCITS ETF Daily Hedged EUR (C),2015-05-28,3539,9.695890410958905,Long-only,Luxembourg,EUR,True,False,Accumulating,0.18,Swap based Unfunded,56,False,,0.32,1.37,0.32,3.42,0.61,14.55,65.73,90.08,23.35,32.1,-3.84,10.69,,,23.97,18.74,18.85,0.61,0.98,0.73,-33.56,-24.75,-24.75,-28.81,Equity,ETF,,"gettex, Euronext Paris, Stuttgart, SIX Swiss Exchange"
IE00BM67HT60,A113FM,XDWT,31698395,Xtrackers MSCI World Information Technology UCITS ETF 1C,2016-03-09,3253,8.912328767123288,Long-only,Ireland,USD,False,True,Accumulating,0.25,Full replication,4467,False,150,0.39,-1.27,0.39,11.34,13.3,33.48,65.68,170.61,40.96,48.16,-26.58,40.5,,,23.08,24.74,26.91,1.45,0.74,0.82,-31.92,-17.17,-23.95,-31.92,Equity,ETF,World,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE00BYTRRD19,A2AE57,SPFT,30773688,SPDR MSCI World Technology UCITS ETF,2016-04-29,3202,8.772602739726027,Long-only,Ireland,USD,False,True,Accumulating,0.3,Full replication,801,False,150,0.31,-1.19,0.31,11.31,13.3,33.52,65.61,169.96,41.15,48.01,-26.58,40.43,,,23.04,24.75,26.87,1.45,0.74,0.82,-31.87,-17.15,-23.93,-31.87,Equity,ETF,World,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam"
LU1169822266,A14MFB,UFMA,26751446,UBS ETF (LU) MSCI Japan UCITS ETF (hedged to EUR) A-acc,2020-06-25,1684,4.6136986301369864,Long-only,Luxembourg,EUR,True,True,Accumulating,0.15,Full replication,87,False,191,0.86,1.25,0.86,4.74,2.13,15.98,65.36,,24.31,31.51,-5.03,13.0,,,24.34,19.73,,0.65,0.92,,-25.04,-25.04,-25.04,,Equity,ETF,,"gettex, XETRA, Borsa Italiana"
LU0533033667,LYX0GP,LYPG,11602914,Amundi MSCI World Information Technology UCITS ETF EUR Acc,2010-08-16,5285,14.479452054794521,Long-only,Luxembourg,EUR,False,False,Accumulating,0.3,Swap based Unfunded,2217,False,,-0.04,-0.77,-0.04,10.99,13.11,33.46,64.83,167.53,41.2,47.52,-26.53,39.26,,,23.41,24.15,26.45,1.43,0.75,0.82,-31.86,-17.29,-23.84,-31.86,Equity,ETF,World,"gettex, XETRA, Euronext Paris, Stuttgart, Borsa Italiana"
FR0010930644,A1C7AK,AMEE,11679087,Amundi Global Hydrogen ESG Screened UCITS ETF EUR Acc,2010-10-05,5235,14.342465753424657,Long-only,France,EUR,False,True,Accumulating,0.45,Full replication,56,True,40,4.38,1.32,4.38,5.64,11.91,21.98,64.76,85.31,16.01,12.82,36.09,35.23,,,12.03,21.53,30.49,1.82,0.84,0.43,-58.79,-9.46,-19.27,-52.68,Equity,ETF,World,"gettex, XETRA, London, Euronext Paris, Stuttgart, SIX Swiss Exchange"
IE00BJ5JNY98,A2PHCC,AYEW,47473799,iShares MSCI World Information Technology Sector ESG UCITS ETF USD (Dist),2019-10-16,1937,5.306849315068493,Long-only,Ireland,USD,False,True,Distributing,0.18,Full replication,956,True,150,3.09,-0.8,3.09,11.94,12.12,28.68,64.53,168.87,33.98,54.3,-28.31,40.58,0.37,0.46,23.6,24.9,27.04,1.21,0.72,0.81,-31.88,-18.3,-25.32,-31.88,Equity,ETF,World,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam"
IE00BZ0G8C04,A143DB,ZPDW,30616386,SPDR MSCI Japan EUR Hedged UCITS ETF,2015-11-30,3353,9.186301369863013,Long-only,Ireland,EUR,True,True,Accumulating,0.17,Optimized sampling,27,False,191,0.49,1.26,0.49,4.76,1.66,15.36,64.2,92.21,24.09,31.8,-5.35,12.97,,,24.3,19.64,19.43,0.63,0.91,0.72,-32.74,-24.99,-24.99,-28.36,Equity,ETF,,"gettex, XETRA, Stuttgart, Borsa Italiana"
LU0533033741,LYX0GZ,8Q70,11602915,Amundi MSCI World Information Technology UCITS ETF USD Acc,2010-08-16,5285,14.479452054794521,Long-only,Luxembourg,USD,False,False,Accumulating,0.3,Swap based Unfunded,244,False,,0.32,-1.18,0.32,11.28,13.21,33.18,64.09,166.89,40.78,47.4,-26.78,40.24,,,23.8,25.04,27.04,1.39,0.72,0.8,-31.93,-17.18,-24.11,-31.93,Equity,ETF,World,"gettex, London, SIX Swiss Exchange"
IE00B3CNHG25,A0Q8HZ,ETLX,4595666,L&G Gold Mining UCITS ETF,2008-09-15,5985,16.397260273972602,Long-only,Ireland,USD,False,False,Accumulating,0.55,Full replication,220,False,34,21.64,4.73,21.64,8.75,17.37,66.16,64.05,69.22,25.85,12.22,-10.1,-1.95,,,29.02,29.77,31.89,2.27,0.6,0.35,-72.84,-19.89,-42.27,-43.6,Equity,ETF,World,"gettex, XETRA, London, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam"
IE00B42Z5J44,A1C5E6,IBCG,11834409,iShares MSCI Japan EUR Hedged UCITS ETF (Acc),2010-09-30,5240,14.356164383561644,Long-only,Ireland,EUR,True,True,Accumulating,0.64,Optimized sampling,667,False,191,0.31,1.25,0.31,4.12,2.0,14.51,64,90.03,23.94,31.73,-5.32,12.06,,,24.69,19.21,19.69,0.59,0.93,0.69,-33.34,-25.85,-25.85,-28.55,Equity,ETF,,"gettex, XETRA, London, Stuttgart, SIX Swiss Exchange, Borsa Italiana, Euronext Amsterdam"
IE00BKT6FV49,A2PRG3,AYEI,49876431,iShares Core MSCI Japan IMI UCITS ETF EUR Hedged (Acc),2019-09-26,1957,5.361643835616438,Long-only,Ireland,EUR,True,True,Accumulating,0.17,Optimized sampling,68,False,1018,0.31,1.87,-0.51,4.25,3.04,15.26,63.94,85.63,22.68,31.03,-4.25,11.78,,,24.24,19.14,19.3,0.63,0.94,0.68,-29.28,-24.53,-24.53,-28.89,Equity,ETF,,"gettex, Borsa Italiana, Euronext Amsterdam"
LU1681037864,A2H58W,TTPX,38785017,Amundi Japan Topix UCITS ETF Daily Hedged EUR (C),2012-10-16,4493,12.30958904109589,Long-only,Luxembourg,EUR,True,False,Accumulating,0.48,Swap based Unfunded,214,False,,0.28,1.39,0.28,4.14,1.71,14.08,63.73,85.66,22.79,31.38,-3.85,10.62,,,23.67,18.45,18.66,0.59,0.97,0.71,-34.99,-24.38,-24.38,-29.08,Equity,ETF,,"gettex, XETRA, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
DE000ETFL573,ETFL57,D6RQ,,Deka MSCI USA Climate Change ESG UCITS ETF,2020-06-26,1683,4.610958904109589,Long-only,Germany,EUR,False,False,Distributing,0.25,Full replication,1086,True,482,2.93,1.19,2.93,15.45,18.89,41.0,63.39,,42.19,33.06,-21.42,40.41,0.38,0.52,17.26,19.88,,2.37,0.89,,-23.35,-12.5,-20.91,,Equity,ETF,,"gettex, XETRA"
LU0659580079,DBX0KT,XMK9,14900037,Xtrackers MSCI Japan UCITS ETF 4C - EUR Hedged,2012-05-15,4647,12.73150684931507,Long-only,Luxembourg,EUR,True,True,Accumulating,0.4,Full replication,538,False,191,0.48,1.3,0.48,4.87,1.48,15.0,63.2,89.32,23.77,31.61,-5.4,12.35,,,24.59,19.68,19.54,0.61,0.9,0.7,-33.09,-25.46,-25.46,-28.74,Equity,ETF,,"gettex, XETRA, Stuttgart, Borsa Italiana"
IE00BFMXYY33,A2PL2G,VJPE,51577276,Vanguard FTSE Japan UCITS ETF EUR Hedged Accumulating,2020-01-31,1830,5.013698630136986,Long-only,Ireland,EUR,True,True,Accumulating,0.2,Full replication,20,False,494,0.74,0.99,0.74,4.46,1.94,14.29,63.13,90.79,23.04,31.48,-4.65,12.62,,,24.64,19.55,19.76,0.58,0.91,0.7,-28.85,-24.82,-24.82,-28.85,Equity,ETF,,"gettex, XETRA, Borsa Italiana"
LU1875395870,DBX0Q9,XDJE,44118680,Xtrackers Nikkei 225 UCITS ETF 2D EUR Hedged,2018-11-06,2281,6.249315068493151,Long-only,Luxembourg,EUR,True,True,Distributing,0.19,Full replication,172,False,225,-0.12,-0.47,-0.12,2.97,3.21,14.98,62.85,90.59,24.46,33.87,-8.38,5.24,1.21,1.37,25.88,21.2,21.51,0.58,0.83,0.64,-32.35,-25.57,-25.57,-31.66,Equity,ETF,,"gettex, XETRA, Stuttgart, Borsa Italiana"
FR0011475078,LYX0NY,JPNH,21247238,Amundi Japan TOPIX II UCITS ETF EUR Hedged Dist,2013-04-25,4302,11.786301369863013,Long-only,France,EUR,True,False,Distributing,0.45,Full replication,89,False,1846,1.02,1.54,1.02,4.84,1.41,14.82,62.19,85.04,22.1,30.4,-4.23,10.85,1.5,1.7,23.79,19.95,19.79,0.62,0.88,0.66,-35.08,-24.45,-24.45,-28.97,Equity,ETF,,"gettex, XETRA, Euronext Paris, Stuttgart, SIX Swiss Exchange, Borsa Italiana"
IE0005E8B9S4,ETF201,MWOW,134777043,Amundi Russell 1000 Growth UCITS ETF Acc,2011-10-27,4848,13.282191780821918,Long-only,Ireland,USD,False,False,Accumulating,0.19,Full replication,870,False,395,3.5,0.76,3.5,16.42,21.11,40.03,62.1,152.39,41.34,37.21,-25.07,37.9,,,19.06,22.64,25.09,2.09,0.77,0.81,-31.38,-13.34,-22.83,-31.38,Equity,ETF,,"gettex, XETRA"
LU2133056387,LYX03F,JNHD,56588182,Amundi MSCI Japan UCITS ETF EUR Hedged Dist,2020-09-17,1600,4.383561643835616,Long-only,Luxembourg,EUR,True,True,Distributing,0.2,Full replication,73,False,191,1.03,1.32,1.03,4.85,2.08,15.91,61.97,,24.04,30.92,-6.39,12.05,1.83,2.08,25.22,20.85,,0.63,0.84,,-25.95,-25.95,-25.95,,Equity,ETF,,"gettex, XETRA"
IE00BRB36B93,A12C16,XDNE,27100724,Xtrackers MSCI Japan ESG Screened UCITS ETF 3C EUR Hedged,2015-03-31,3597,9.854794520547944,Long-only,Ireland,EUR,True,True,Accumulating,0.25,Full replication,45,True,178,0.58,1.38,0.58,4.99,1.34,14.63,61.42,85.63,23.12,30.93,-5.66,11.2,,,24.52,19.65,19.48,0.59,0.88,0.68,-33.73,-25.33,-25.33,-29.08,Equity,ETF,,"gettex, XETRA, Stuttgart, Borsa Italiana"
GB00B15KYJ87,A0KRLH,OD74,,WisdomTree Softs,2006-09-27,6704,18.367123287671234,Long-only,Jersey,USD,False,False,Accumulating,0.49,Swap based,4,False,,6.21,3.64,6.21,21.28,34.91,33.86,60.56,149.64,40.0,13.3,0.0,53.79,,,20.78,21.58,22.05,1.62,0.79,0.91,-73.61,-12.78,-23.14,-24.15,Commodities,ETC,,"gettex, XETRA, London, Borsa Italiana"
